 
root [4] .L ../Angles.C 
root [5] .L ../PDG_ZA.C 

root [5] tree->Scan("Nevent:Reaction:Nhits:PDG_ZA(PDGchit):Enhit:PhiDeg(dXhit,dYhit):ThetaDeg(dZhit):Thit","Volhit==3")
***********************************************************************************************************************
*    Row   * Instance *    Nevent *  Reaction *     Nhits * PDG_ZA(PD *     Enhit * PhiDeg(dX * ThetaDeg( *      Thit *
*       92 *        9 *   5019638 *        76 *        21 *      2112 * 0.6513710 * 51.386824 *  35.41247 * 9.5146559 *
Type <CR> to continue or q to quit ==> 
*       92 *       10 *   5019638 *        76 *        21 *      2112 * 3.3524293 * 338.35419 * 80.810169 * 4.4692103 *
*       92 *       11 *   5019638 *        76 *        21 *      2212 * 9.8467460 * 0.6734685 * 21.001677 * 2.8100840 *
*       92 *       12 *   5019638 *        76 *        21 *      2112 * 3.9980292 * 284.42218 * 105.18628 * 4.1349011 *
*       92 *       13 *   5019638 *        76 *        21 *      2112 * 1.4778806 * 320.23120 *  115.2097 *  6.487468 *
*       92 *       14 *   5019638 *        76 *        21 *    360800 * 36.809674 * 285.38528 * 11.287247 * 11.184970 *
*       92 *       15 *   5019638 *        76 *        21 *     20030 * 17.394900 * 183.35853 * 59.688933 * 3.5051074 *
*       92 *       16 *   5019638 *        76 *        21 *      2112 * 19.249492 * 91.346117 * 47.692198 * 2.1537869 *
*       92 *       17 *   5019638 *        76 *        21 *      2212 * 4.9560157 * 32.665411 * 122.96374 * 3.7560864 *
*       92 *       18 *   5019638 *        76 *        21 *      2112 * 18.661644 * 9.7763093 * 60.899844 * 2.1818691 *
*       92 *       19 *   5019638 *        76 *        21 *      2212 * 19.427905 * 113.68889 * 66.015226 * 2.1445249 *
*       92 *       20 *   5019638 *        76 *        21 *     10020 * 24.294619 * 142.97111 * 84.292160 * 2.5762615 *
*       93 *        0 *   5110986 *        77 *        14 *    380830 * 49.025919 * 358.04058 * 6.9228419 * 9.9250186 *
*       93 *        1 *   5110986 *        77 *        14 *        11 * 0.0139592 * 102.17044 * 160.41462 * 1.9373921 *
*       93 *        2 *   5110986 *        77 *        14 *        22 * 0.8928917 * 204.60999 * 52.156476 * 0.8023726 *
*       93 *        3 *   5110986 *        77 *        14 *        22 * 0.9489298 * 340.01929 * 89.563669 * 0.8024910 *
*       93 *        4 *   5110986 *        77 *        14 *        22 * 0.7805970 * 289.69066 * 101.73686 * 0.8020559 *
*       93 *        5 *   5110986 *        77 *        14 *        22 * 0.8827779 * 115.11929 * 108.24809 * 0.8031948 *
*       93 *        6 *   5110986 *        77 *        14 *      2112 * 3.3183059 * 239.13874 * 85.573848 * 4.4777563 *
*       93 *        7 *   5110986 *        77 *        14 *      2112 * 3.0598809 * 231.43190 * 29.490925 * 4.6468839 *
*       93 *        8 *   5110986 *        77 *        14 *      2112 * 5.1886661 *  66.14339 * 44.258203 * 3.6890931 *
*       93 *        9 *   5110986 *        77 *        14 *      2112 * 11.998836 * 77.641226 * 121.76847 * 2.5976079 *
*       93 *       10 *   5110986 *        77 *        14 *      2112 * 46.667025 * 274.68278 * 73.836278 * 1.5720268 *
*       93 *       11 *   5110986 *        77 *        14 *      2212 * 19.797638 * 74.618427 * 16.217709 * 2.1325070 *
*       93 *       12 *   5110986 *        77 *        14 *     10020 * 18.500961 * 240.57953 * 111.06664 * 2.8779887 *
*       93 *       13 *   5110986 *        77 *        14 *     20030 * 30.893583 * 119.05043 * 111.25092 * 2.7593010 *
Type <CR> to continue or q to quit ==> 
*       94 *        0 *   5153705 *        78 *         9 *        22 * 8.0879402 * 50.598968 * 59.057156 * 0.8030184 *
*       94 *        1 *   5153705 *        78 *         9 *     20040 * 27.360832 * 133.85020 * 21.932948 * 3.2613388 *
*       94 *        2 *   5153705 *        78 *         9 *      2112 * 8.3403250 * 21.975236 * 19.147419 * 3.0121361 *
*       94 *        3 *   5153705 *        78 *         9 *     10020 * 28.236973 * 61.119727 * 46.717934 * 2.4308756 *
*       94 *        4 *   5153705 *        78 *         9 *      2212 * 17.149475 * 359.91041 * 48.089089 * 2.2534124 *
*       94 *        5 *   5153705 *        78 *         9 *     20040 * 23.042620 * 226.04408 * 38.808626 * 3.5072026 *
*       94 *        6 *   5153705 *        78 *         9 *      2112 * 13.864118 * 69.254574 * 36.373689 * 2.4497652 *
*       94 *        7 *   5153705 *        78 *         9 *      2112 * 20.756301 * 180.23192 * 36.130604 * 2.0939579 *
*       94 *        8 *   5153705 *        78 *         9 *     80160 * 82.428354 * 288.73666 * 9.8949868 * 3.6812877 *
*       95 *        0 *   5158504 *        79 *        23 *    380810 * 24.916540 * 327.98230 * 8.4923380 * 13.571067 *
*       95 *        1 *   5158504 *        79 *        23 *        11 * 0.0611767 * 221.36656 * 120.25288 * 1.2137103 *
*       95 *        2 *   5158504 *        79 *        23 *        22 * 0.2904477 * 320.63999 * 75.861333 * 0.8027208 *
*       95 *        3 *   5158504 *        79 *        23 *        22 * 0.7050349 * 86.684694 * 27.672914 * 0.8028064 *
*       95 *        4 *   5158504 *        79 *        23 *        22 * 0.8528832 * 72.966280 * 90.785475 * 0.8030542 *
*       95 *        5 *   5158504 *        79 *        23 *        22 * 0.9845293 * 51.287367 * 110.16760 * 0.8030869 *
*       95 *        6 *   5158504 *        79 *        23 *        22 * 1.1031153 * 246.58395 * 9.7344444 * 0.8025801 *
*       95 *        7 *   5158504 *        79 *        23 *        22 * 1.1057688 * 8.3529757 * 135.44319 * 0.8029272 *
*       95 *        8 *   5158504 *        79 *        23 *        22 * 1.2349641 * 115.78879 * 116.31786 * 0.8027710 *
*       95 *        9 *   5158504 *        79 *        23 *        22 * 1.4091632 * 283.31332 * 87.338873 * 0.8024291 *
*       95 *       10 *   5158504 *        79 *        23 *        22 * 1.5059221 * 37.645853 * 68.221613 * 0.8030856 *
*       95 *       11 *   5158504 *        79 *        23 *        22 * 1.5005156 * 174.30051 * 148.72659 * 0.8024914 *
*       95 *       12 *   5158504 *        79 *        23 *      2112 * 2.7170302 * 141.75600 * 21.396207 * 4.9050725 *
*       95 *       13 *   5158504 *        79 *        23 *      2112 * 1.3564432 * 161.62178 * 78.069878 * 6.7381691 *
*       95 *       14 *   5158504 *        79 *        23 *      2112 * 3.9830636 * 108.62947 * 109.35502 * 4.1381885 *
*       95 *       15 *   5158504 *        79 *        23 *      2112 * 9.8183577 * 282.18314 * 42.848041 * 2.8133176 *
Type <CR> to continue or q to quit ==> 
*       95 *       16 *   5158504 *        79 *        23 *      2112 * 12.762859 * 161.15333 * 39.002968 * 2.5296707 *
*       95 *       17 *   5158504 *        79 *        23 *      2112 * 2.4245694 * 146.49598 * 57.971050 * 5.1630722 *
*       95 *       18 *   5158504 *        79 *        23 *     20030 * 27.456222 * 215.16780 * 10.394007 * 2.8921294 *
*       95 *       19 *   5158504 *        79 *        23 *      2212 * 18.696034 * 305.14276 * 38.992093 * 2.1783502 *
*       95 *       20 *   5158504 *        79 *        23 *      2112 * 7.9960831 * 191.71348 *  123.3803 * 3.0619800 *
*       95 *       21 *   5158504 *        79 *        23 *      2212 * 24.686160 * 71.810645 * 84.021252 * 1.9650598 *
*       95 *       22 *   5158504 *        79 *        23 *      2112 * 24.748069 * 133.38388 * 26.627516 * 1.9624222 *
*       96 *        0 *   5425590 *        80 *        17 *    390861 * 29.892876 *  261.7604 * 8.4087344 * 12.796392 *
*       96 *        1 *   5425590 *        80 *        17 *        22 * 1.0792488 * 184.03463 * 151.39341 * 0.8030007 *
*       96 *        2 *   5425590 *        80 *        17 *        22 * 1.1756448 *  199.3711 * 128.48739 * 0.8032679 *
*       96 *        3 *   5425590 *        80 *        17 *        22 * 1.3764601 * 162.80061 * 58.814929 * 0.8031311 *
*       96 *        4 *   5425590 *        80 *        17 *        22 * 1.8110417 * 12.682691 * 56.625463 * 0.8020112 *
*       96 *        5 *   5425590 *        80 *        17 *        22 * 0.5707763 * 159.84451 * 49.778516 * 0.8030566 *
*       96 *        6 *   5425590 *        80 *        17 *        22 * 0.6382907 * 317.06577 * 115.00384 * 0.8024157 *
*       96 *        7 *   5425590 *        80 *        17 *        22 * 0.7514627 * 51.883599 * 61.555891 * 0.8020132 *
*       96 *        8 *   5425590 *        80 *        17 *        22 * 0.9285727 * 87.186493 * 103.51274 * 0.8022575 *
*       96 *        9 *   5425590 *        80 *        17 *      2112 * 2.8163565 * 168.85926 * 34.685949 * 4.8313585 *
*       96 *       10 *   5425590 *        80 *        17 *      2212 * 15.743385 * 22.146748 * 20.629585 * 2.3263675 *
*       96 *       11 *   5425590 *        80 *        17 *      2112 * 13.680827 * 16.864523 * 64.146366 * 2.4573610 *
*       96 *       12 *   5425590 *        80 *        17 *      2212 * 12.220970 * 152.11185 * 74.318267 * 2.5761476 *
*       96 *       13 *   5425590 *        80 *        17 *      2112 * 21.462240 * 10.105948 * 1.3720537 * 2.0687890 *
*       96 *       14 *   5425590 *        80 *        17 *      2112 * 35.136577 * 256.00016 * 79.283550 * 1.7339096 *
*       96 *       15 *   5425590 *        80 *        17 *      2112 * 46.914673 * 110.88096 * 74.855106 * 1.5710807 *
*       96 *       16 *   5425590 *        80 *        17 *      2212 *  24.53981 * 23.451520 * 81.565783 * 1.9640823 *
*       97 *        0 *   5434338 *        81 *        14 *    370790 * 26.480236 * 110.81832 * 4.2119083 * 13.020353 *
Type <CR> to continue or q to quit ==> 
*       97 *        1 *   5434338 *        81 *        14 *        22 * 0.0947302 * 89.172556 * 137.78163 * 0.8025684 *
*       97 *        2 *   5434338 *        81 *        14 *        22 * 0.5152468 * 251.42122 * 16.494243 * 0.8027359 *
*       97 *        3 *   5434338 *        81 *        14 *        22 * 0.7361628 * 14.509072 * 149.35151 * 0.8023001 *
*       97 *        4 *   5434338 *        81 *        14 *        22 * 1.8298433 * 65.613376 * 104.09456 * 0.8022822 *
*       97 *        5 *   5434338 *        81 *        14 *      2112 * 1.1484808 * 228.46729 * 54.246796 * 7.2946116 *
*       97 *        6 *   5434338 *        81 *        14 *      2112 * 1.2035579 * 26.830499 * 108.82265 * 7.1160859 *
*       97 *        7 *   5434338 *        81 *        14 *      2112 * 4.8244215 * 81.263734 * 63.909503 * 3.8012468 *
*       97 *        8 *   5434338 *        81 *        14 *      2112 * 12.280186 * 203.69525 * 26.107537 * 2.5717236 *
*       97 *        9 *   5434338 *        81 *        14 *     10030 * 36.891384 * 54.799997 * 58.122530 * 2.5624108 *
*       97 *       10 *   5434338 *        81 *        14 *      2112 * 7.1866264 * 289.84587 * 86.738378 * 3.2042581 *
*       97 *       11 *   5434338 *        81 *        14 *     10020 * 16.337045 * 212.60641 * 67.784403 * 3.0394214 *
*       97 *       12 *   5434338 *        81 *        14 *     10020 * 37.777852 * 324.05572 * 67.989801 * 2.1673510 *
*       97 *       13 *   5434338 *        81 *        14 *     20030 * 18.742496 * 198.09222 * 61.965135 * 3.4016732 *
*       98 *        0 *   5468992 *        82 *         7 *        22 * 2.0086189 * 280.16847 * 55.199531 * 0.8021483 *
*       98 *        1 *   5468992 *        82 *         7 *     30070 * 55.841186 * 312.30862 * 20.882910 * 3.0569184 *
*       98 *        2 *   5468992 *        82 *         7 *     10020 * 32.145899 * 221.82811 * 22.280680 * 2.3090039 *
*       98 *        3 *   5468992 *        82 *         7 *      2112 * 7.8783658 * 56.529589 * 55.638519 * 3.0843498 *
*       98 *        4 *   5468992 *        82 *         7 *      2212 * 20.595698 * 170.47249 * 40.315662 * 2.1021987 *
*       98 *        5 *   5468992 *        82 *         7 *     10020 * 16.367217 * 50.307131 * 69.428716 * 3.0327640 *
*       98 *        6 *   5468992 *        82 *         7 *     80170 * 83.443135 * 169.98850 * 6.6251014 * 3.7607009 *
*       99 *        0 *   5533251 *        83 *        21 *    370820 * 38.927210 * 83.158927 * 5.2119900 * 11.016493 *
*       99 *        1 *   5533251 *        83 *        21 *        22 * 0.0710289 * 116.47965 * 35.710571 * 0.8027355 *
*       99 *        2 *   5533251 *        83 *        21 *        11 * 0.1117917 * 57.186441 * 68.798218 * 1.0553543 *
*       99 *        3 *   5533251 *        83 *        21 *        22 * 0.0629344 * 199.12170 * 116.84573 * 0.8026019 *
*       99 *        4 *   5533251 *        83 *        21 *        22 * 0.0469237 * 203.10009 *  41.32117 * 0.8026070 *
Type <CR> to continue or q to quit ==> 
*       99 *        5 *   5533251 *        83 *        21 *        22 * 0.9568791 *   294.256 * 129.83218 * 0.8025421 *
*       99 *        6 *   5533251 *        83 *        21 *        22 * 0.6412801 * 10.697651 * 19.337891 * 0.8026636 *
*       99 *        7 *   5533251 *        83 *        21 *        22 * 1.3249902 * 139.17665 * 12.840063 * 0.8026746 *
*       99 *        8 *   5533251 *        83 *        21 *        22 * 1.3113237 * 45.620073 * 146.70650 * 0.8027200 *
*       99 *        9 *   5533251 *        83 *        21 *        22 * 1.4670525 * 64.397421 * 110.82877 * 0.8027926 *
*       99 *       10 *   5533251 *        83 *        21 *        22 *  4.077189 * 320.33571 * 86.009307 * 0.8025538 *
*       99 *       11 *   5533251 *        83 *        21 *      2112 * 3.1833985 * 296.69326 * 31.350349 * 4.5679784 *
*       99 *       12 *   5533251 *        83 *        21 *      2212 * 6.7336535 * 299.32056 * 87.874183 * 3.2918494 *
*       99 *       13 *   5533251 *        83 *        21 *      2112 * 0.5825045 * 29.022471 * 63.925152 * 10.040133 *
*       99 *       14 *   5533251 *        83 *        21 *      2212 * 17.508997 * 40.689688 * 118.83269 * 2.2345054 *
*       99 *       15 *   5533251 *        83 *        21 *      2112 * 6.2937335 * 311.64345 * 74.855770 *  3.390144 *
*       99 *       16 *   5533251 *        83 *        21 *      2112 * 15.776142 * 292.47938 * 29.451092 * 2.3268689 *
*       99 *       17 *   5533251 *        83 *        21 *      2212 * 14.571273 * 200.89810 * 48.657774 * 2.3993559 *
*       99 *       18 *   5533251 *        83 *        21 *      2212 * 16.502671 * 135.80786 * 163.45087 * 2.2858708 *
*       99 *       19 *   5533251 *        83 *        21 *      2112 * 18.385263 * 226.64628 * 121.81060 * 2.1931685 *
*       99 *       20 *   5533251 *        83 *        21 *     10030 * 36.875126 * 144.76803 * 11.894510 * 2.5654985 *
*      100 *        0 *   5540477 *        84 *        10 *    110241 * 143.84206 * 47.263254 * 4.4806542 * 3.4489090 *
*      100 *        1 *   5540477 *        84 *        10 *        22 * 0.0994408 * 207.02622 * 32.327347 * 0.8029059 *
*      100 *        2 *   5540477 *        84 *        10 *        22 * 1.2123548 * 35.415701 * 142.14440 * 0.8024218 *
*      100 *        3 *   5540477 *        84 *        10 *        22 * 2.4168470 * 27.971824 * 66.574392 * 0.8022350 *
*      100 *        4 *   5540477 *        84 *        10 *      2112 * 16.429109 * 71.764378 * 29.663790 * 2.2909558 *
*      100 *        5 *   5540477 *        84 *        10 *      2212 * 7.2020907 * 196.55118 * 52.687835 * 3.2041169 *
*      100 *        6 *   5540477 *        84 *        10 *      2212 * 8.7579255 * 286.73204 * 51.421964 * 2.9462941 *
*      100 *        7 *   5540477 *        84 *        10 *      2212 * 16.248221 * 25.303579 * 41.108257 * 2.2977521 *
*      100 *        8 *   5540477 *        84 *        10 *      2112 * 33.773447 * 231.71206 * 55.529468 * 1.7565676 *
Type <CR> to continue or q to quit ==> 
*      100 *        9 *   5540477 *        84 *        10 *      2112 * 5.6871649 * 176.58801 * 130.17805 * 3.5463795 *
*      101 *        0 *   5626456 *        85 *        21 *    340750 * 27.385143 * 101.92340 * 14.813776 * 12.495166 *
*      101 *        1 *   5626456 *        85 *        21 *        22 * 0.1105427 * 176.06862 * 126.39849 * 0.8026942 *
*      101 *        2 *   5626456 *        85 *        21 *        22 * 0.0211772 * 152.74229 * 45.844519 * 0.8027102 *
*      101 *        3 *   5626456 *        85 *        21 *        22 * 0.7941437 * 241.23772 * 95.088311 * 0.8025923 *
*      101 *        4 *   5626456 *        85 *        21 *        22 * 0.9591330 * 31.803228 * 129.18299 * 0.8026474 *
*      101 *        5 *   5626456 *        85 *        21 *        22 * 1.1178431 * 116.59876 * 86.234758 * 0.8027512 *
*      101 *        6 *   5626456 *        85 *        21 *        22 * 0.7217837 * 132.52914 * 117.28127 * 0.8027379 *
*      101 *        7 *   5626456 *        85 *        21 *        22 * 1.0938679 * 328.24245 * 63.523746 * 0.8025619 *
*      101 *        8 *   5626456 *        85 *        21 *        22 * 0.6512331 * 215.30508 * 65.339628 * 0.8026381 *
*      101 *        9 *   5626456 *        85 *        21 *        22 * 1.4346849 * 139.54471 * 37.327949 * 0.8027066 *
*      101 *       10 *   5626456 *        85 *        21 *        22 * 1.6245903 * 176.46985 * 22.989912 * 0.8026691 *
*      101 *       11 *   5626456 *        85 *        21 *        22 * 1.3550822 * 136.75662 * 177.24310 * 0.8026507 *
*      101 *       12 *   5626456 *        85 *        21 *      2212 * 5.5901372 * 89.021435 * 69.103956 * 3.5666659 *
*      101 *       13 *   5626456 *        85 *        21 *      2112 * 8.2361178 * 207.08070 * 55.418055 * 3.0269603 *
*      101 *       14 *   5626456 *        85 *        21 *     20040 * 18.328578 * 242.56865 * 50.978955 * 3.8750989 *
*      101 *       15 *   5626456 *        85 *        21 *      2112 * 3.8685599 * 291.91590 * 123.34922 * 4.1889123 *
*      101 *       16 *   5626456 *        85 *        21 *     30060 * 25.570810 * 94.615917 * 29.783563 * 4.0042878 *
*      101 *       17 *   5626456 *        85 *        21 *      2112 * 31.826268 * 277.56735 * 65.635806 * 1.7924538 *
*      101 *       18 *   5626456 *        85 *        21 *      2212 * 17.559132 * 47.379680 * 64.697083 * 2.2316876 *
*      101 *       19 *   5626456 *        85 *        21 *     10030 * 13.030209 * 311.52818 * 90.865737 * 3.9743610 *
*      101 *       20 *   5626456 *        85 *        21 *      2112 * 22.065432 * 280.80621 * 102.41974 * 2.0470947 *
*      102 *        0 *   5714444 *        86 *        17 *    380820 * 29.721783 * 321.79937 * 7.4300609 * 12.537889 *
*      102 *        1 *   5714444 *        86 *        17 *        22 * 0.5644964 * 89.783768 * 113.72561 * 0.8030825 *
*      102 *        2 *   5714444 *        86 *        17 *        22 * 0.7430733 * 355.76973 * 128.57276 * 0.8027664 *

